concrete_vs_abstract,rich_vs_poor_details,specific_vs_general,recAgnPairId,memType
0.7,0.8,0.6,333U7HK6IA1GJYXL1XXQY3Y57SEJDJ,retold
0.8,0.7,0.6,333U7HK6IA1GJYXL1XXQY3Y57SEJDJ,recalled
0.6,0.5,0.5,,imagined
0.6,0.5,0.4,336KAV9KYREJBDU4Q8ECC7MPVMRY2I,retold
0.7,0.6,0.5,336KAV9KYREJBDU4Q8ECC7MPVMRY2I,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,336KAV9KYREJBDU4Q8ECC7MPWGC2YW,retold
0.8,0.7,0.6,336KAV9KYREJBDU4Q8ECC7MPWGC2YW,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.9,336YQZE83W0BGTODPOSZGJ2U7G2M54,retold
0.7,0.6,0.5,336YQZE83W0BGTODPOSZGJ2U7G2M54,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,336YQZE83W0BGTODPOSZGJ2U839M5M,retold
0.8,0.7,0.6,336YQZE83W0BGTODPOSZGJ2U839M5M,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.85,336YQZE83W0BGTODPOSZGJ2U95QM58,retold
0.8,0.9,0.8,336YQZE83W0BGTODPOSZGJ2U95QM58,recalled
0.7,0.8,0.6,,imagined
0.8,0.9,0.7,337RC3OW06O885L7V39XK4H4JW9LVW,retold
0.8,0.7,0.8,337RC3OW06O885L7V39XK4H4JW9LVW,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,338JKRMM27LMULZJTN33WPAKH5LAHZ,retold
0.8,0.7,0.6,338JKRMM27LMULZJTN33WPAKH5LAHZ,recalled
0.8,0.9,0.8,,imagined
0.6,0.5,0.4,338JKRMM27LMULZJTN33WPAKHE8AH4,retold
0.8,0.9,0.8,338JKRMM27LMULZJTN33WPAKHE8AH4,recalled
0.7,0.6,0.5,,imagined
0.5,0.4,0.5,338JKRMM27LMULZJTN33WPAKHFWAHU,retold
0.7,0.6,0.7,338JKRMM27LMULZJTN33WPAKHFWAHU,recalled
0.9,0.8,0.85,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,,imagined
0.6,0.7,0.5,338JKRMM27LMULZJTN33WPAKJVAHAD,retold
0.8,0.7,0.6,338JKRMM27LMULZJTN33WPAKJVAHAD,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,339ANSOTR6OS2TJPBWYDQFEVHH0KIS,retold
0.7,0.6,0.5,339ANSOTR6OS2TJPBWYDQFEVHH0KIS,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,339ANSOTR6OS2TJPBWYDQFEVOKSKIX,retold
0.8,0.9,0.8,339ANSOTR6OS2TJPBWYDQFEVOKSKIX,recalled
0.8,0.9,0.8,,imagined
0.7,0.8,0.7,339ANSOTR6OS2TJPBWYDQFEVPMUIK2,retold
0.8,0.7,0.6,339ANSOTR6OS2TJPBWYDQFEVPMUIK2,recalled
0.8,0.7,0.7,,imagined
0.8,0.7,0.6,33C7UALJVMKX7MLQU0G48BOIDKW81O,retold
0.8,0.7,0.6,33C7UALJVMKX7MLQU0G48BOIDKW81O,recalled
0.8,0.7,0.7,,imagined
0.8,0.9,0.8,,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.7,33CID57105FOWWJOBT3R19PLU2RL3S,retold
0.9,0.8,0.85,33CID57105FOWWJOBT3R19PLU2RL3S,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.4,,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.8,33CKWXB73K6FWM15VF7PT11AWV5117,retold
0.8,0.9,0.8,33CKWXB73K6FWM15VF7PT11AWV5117,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,33CKWXB73K6FWM15VF7PT11AZEL11S,retold
0.8,0.7,0.6,33CKWXB73K6FWM15VF7PT11AZEL11S,recalled
0.9,0.8,0.7,,imagined
0.9,0.8,0.85,,recalled
0.7,0.6,0.5,33F859I567ZRDV4BZ13ZR0UQ2GLBHZ,retold
0.5,0.6,0.4,33F859I567ZRDV4BZ13ZR0UQ2GLBHZ,recalled
0.8,0.7,0.8,,imagined
0.6,0.5,0.4,33F859I567ZRDV4BZ13ZR0UQ2IKBH2,retold
0.8,0.7,0.8,33F859I567ZRDV4BZ13ZR0UQ2IKBH2,recalled
0.6,0.5,0.4,,imagined
0.7,0.6,0.5,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.8,33F859I567ZRDV4BZ13ZR0UQS2THBB,retold
0.8,0.9,0.8,33F859I567ZRDV4BZ13ZR0UQS2THBB,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,33FBRBDW6PLHUPVOAX5OP7798IYC8M,retold
0.8,0.7,0.6,33FBRBDW6PLHUPVOAX5OP7798IYC8M,recalled
0.9,0.8,0.9,,imagined
0.6,0.5,0.5,,imagined
0.8,0.7,0.8,33FBRBDW6PLHUPVOAX5OP779EY28CO,retold
0.8,0.7,0.6,33FBRBDW6PLHUPVOAX5OP779EY28CO,recalled
0.8,0.7,0.6,33FBRBDW6PLHUPVOAX5OP779HHGC8B,retold
0.8,0.7,0.6,33FBRBDW6PLHUPVOAX5OP779HHGC8B,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.5,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,33FOTY3KEN7ZJPB3BCW9AXK10SWC18,retold
0.8,0.7,0.6,33FOTY3KEN7ZJPB3BCW9AXK10SWC18,recalled
0.8,0.9,0.8,,imagined
0.6,0.5,0.4,,recalled
0.8,0.7,0.8,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.85,,imagined
0.9,0.8,0.9,33IZTU6J82NNG7LSFR7GKBSKJI6SXR,retold
0.7,0.6,0.5,33IZTU6J82NNG7LSFR7GKBSKJI6SXR,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.7,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,imagined
0.6,0.5,0.7,33IZTU6J82NNG7LSFR7GKBSKS6UXS5,retold
0.7,0.6,0.5,33IZTU6J82NNG7LSFR7GKBSKS6UXS5,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,33IZTU6J82NNG7LSFR7GKBSKTRYXSG,retold
0.8,0.7,0.6,33IZTU6J82NNG7LSFR7GKBSKTRYXSG,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,33JKGHPFYDGF6IUJTOOLA02G0QLNMU,retold
0.9,0.8,0.9,33JKGHPFYDGF6IUJTOOLA02G0QLNMU,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,33JKGHPFYDGF6IUJTOOLA02G0QMMNU,retold
0.9,0.8,0.9,33JKGHPFYDGF6IUJTOOLA02G0QMMNU,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,33JKGHPFYDGF6IUJTOOLA02G0RENMP,retold
0.8,0.9,0.8,33JKGHPFYDGF6IUJTOOLA02G0RENMP,recalled
0.4,0.5,0.6,,imagined
0.4,0.3,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.8,33JKGHPFYDGF6IUJTOOLA02GX74NM8,retold
0.9,0.8,0.9,33JKGHPFYDGF6IUJTOOLA02GX74NM8,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.9,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,33LK57MYLURCL2L7G9V1HW8VZAUSZ6,retold
0.8,0.7,0.6,33LK57MYLURCL2L7G9V1HW8VZAUSZ6,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,imagined
0.6,0.5,0.4,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,33LKR6A5KF6G56DEXYRZZ7K5QV01TK,retold
0.7,0.6,0.5,33LKR6A5KF6G56DEXYRZZ7K5QV01TK,recalled
0.6,0.5,0.5,,imagined
0.8,0.9,0.8,33LKR6A5KF6G56DEXYRZZ7K5RXA1TZ,retold
0.9,0.8,0.85,33LKR6A5KF6G56DEXYRZZ7K5RXA1TZ,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,33M4IA01QHNBFSLF027BU1NO5YSXRL,retold
0.8,0.7,0.6,33M4IA01QHNBFSLF027BU1NO5YSXRL,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,33M4IA01QHNBFSLF027BU1NO620RXW,retold
0.8,0.9,0.8,33M4IA01QHNBFSLF027BU1NO620RXW,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,33M4IA01QHNBFSLF027BU1NOZS9RXE,retold
0.8,0.7,0.6,33M4IA01QHNBFSLF027BU1NOZS9RXE,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,33OOO72IVI70S9NCDVGJG33WSCACT6,retold
0.8,0.7,0.6,33OOO72IVI70S9NCDVGJG33WSCACT6,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,33OOO72IVI70S9NCDVGJG33WVU8CT7,retold
0.8,0.7,0.6,33OOO72IVI70S9NCDVGJG33WVU8CT7,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.7,,imagined
0.9,0.8,0.9,33PPO7FECW1KONDFJFCQM2J5WEKDI0,retold
0.9,0.8,0.9,33PPO7FECW1KONDFJFCQM2J5WEKDI0,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.4,,imagined
0.7,0.6,0.7,33PPUNGG39R0KNLU1KVWRM3Z8MRZRS,retold
0.7,0.6,0.5,33PPUNGG39R0KNLU1KVWRM3Z8MRZRS,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.7,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,33SA9F9TRYG7HOBK4RRPTBAYJZKWEO,retold
0.7,0.6,0.5,33SA9F9TRYG7HOBK4RRPTBAYJZKWEO,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.8,33SA9F9TRYG7HOBK4RRPTBAYK21WEC,retold
0.8,0.9,0.8,33SA9F9TRYG7HOBK4RRPTBAYK21WEC,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,33TIN5LC05WUBXF3BHTRMUU3394Y9D,retold
0.8,0.9,0.8,33TIN5LC05WUBXF3BHTRMUU3394Y9D,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,33TIN5LC05WUBXF3BHTRMUU3UFEY9Q,retold
0.8,0.7,0.6,33TIN5LC05WUBXF3BHTRMUU3UFEY9Q,recalled
0.8,0.7,0.6,33UKMF931A6HEQPNZHB95D30BBITTZ,retold
0.8,0.7,0.6,33UKMF931A6HEQPNZHB95D30BBITTZ,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,340UGXU9DZNBRV814H1YBRDNXTNUVX,retold
0.8,0.7,0.6,340UGXU9DZNBRV814H1YBRDNXTNUVX,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.7,0.8,0.7,340UGXU9DZNBRV814H1YBRDNZFUUVE,retold
0.7,0.8,0.6,340UGXU9DZNBRV814H1YBRDNZFUUVE,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.8,345LHZDEDYERFM6IK7VSSWL46673UG,retold
0.8,0.9,0.8,345LHZDEDYERFM6IK7VSSWL46673UG,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,345LHZDEDYERFM6IK7VSSWL48VVU3B,retold
0.7,0.8,0.6,345LHZDEDYERFM6IK7VSSWL48VVU3B,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.8,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.9,,recalled
0.5,0.6,0.4,,imagined
0.7,0.6,0.5,,recalled
0.3,0.2,0.4,,imagined
0.7,0.8,0.7,3483FV8BEF5HSTKYKPJKTG2WWDE264,retold
0.6,0.7,0.5,3483FV8BEF5HSTKYKPJKTG2WWDE264,recalled
0.9,0.8,0.9,,imagined
0.7,0.6,0.5,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.7,34BBWHLWHBXJXTD60AHGEQ8Q133IW7,retold
0.7,0.8,0.6,34BBWHLWHBXJXTD60AHGEQ8Q133IW7,recalled
0.9,0.8,0.9,,imagined
0.7,0.6,0.5,34BBWHLWHBXJXTD60AHGEQ8Q2GQWIZ,retold
0.7,0.6,0.5,34BBWHLWHBXJXTD60AHGEQ8Q2GQWIZ,recalled
0.6,0.5,0.5,,imagined
0.7,0.8,0.7,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,34BBWHLWHBXJXTD60AHGEQ8QA48WI1,retold
0.8,0.9,0.8,34BBWHLWHBXJXTD60AHGEQ8QA48WI1,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,34BBWHLWHBXJXTD60AHGEQ8QCT0WI9,retold
0.8,0.9,0.8,34BBWHLWHBXJXTD60AHGEQ8QCT0WI9,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.7,,imagined
0.9,0.8,0.85,,recalled
0.8,0.9,0.7,,imagined
0.8,0.7,0.6,34FNN24DCNVBAADR8RGAAEP1FWIY5J,retold
0.8,0.7,0.6,34FNN24DCNVBAADR8RGAAEP1FWIY5J,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.8,,imagined
0.8,0.7,0.7,,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,34HJIJKLP6ICAXEMPBAGYNFTPPX4VR,retold
0.7,0.6,0.5,34HJIJKLP6ICAXEMPBAGYNFTPPX4VR,recalled
0.7,0.6,0.5,,imagined
0.6,0.5,0.4,,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.5,34J10VATJGKEDWHKO1IAM1Q4DK1IQI,retold
0.8,0.7,0.6,34J10VATJGKEDWHKO1IAM1Q4DK1IQI,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.85,,recalled
0.8,0.9,0.8,,imagined
0.7,0.8,0.6,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,34MAJL3QP59SYOC3514AFSNA6P843A,retold
0.9,0.8,0.7,34MAJL3QP59SYOC3514AFSNA6P843A,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,34MAJL3QP59SYOC3514AFSNA7TD34N,retold
0.8,0.9,0.85,34MAJL3QP59SYOC3514AFSNA7TD34N,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,34MAJL3QP59SYOC3514AFSNA7VK43Z,retold
0.7,0.6,0.5,34MAJL3QP59SYOC3514AFSNA7VK43Z,recalled
0.8,0.7,0.8,,imagined
0.8,0.9,0.9,34MAJL3QP59SYOC3514AFSNA9JO34G,retold
0.8,0.7,0.8,34MAJL3QP59SYOC3514AFSNA9JO34G,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,34PGFRQONPXFS4XCIS2GQRNQFVFJWY,retold
0.8,0.7,0.6,34PGFRQONPXFS4XCIS2GQRNQFVFJWY,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,34PGFRQONPXFS4XCIS2GQRNQG9MJWY,retold
0.9,0.8,0.9,34PGFRQONPXFS4XCIS2GQRNQG9MJWY,recalled
0.7,0.8,0.6,,imagined
0.7,0.6,0.5,,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,,recalled
0.7,0.6,0.5,,imagined
0.6,0.7,0.5,,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,34Q075JO1YZFPXGNZW3PFWI0SXM01F,retold
0.8,0.9,0.8,34Q075JO1YZFPXGNZW3PFWI0SXM01F,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.7,,imagined
0.8,0.7,0.6,34S6N1K2ZW53Q4QNQEST53QVCKPLH4,retold
0.8,0.7,0.6,34S6N1K2ZW53Q4QNQEST53QVCKPLH4,recalled
0.9,0.8,0.9,,imagined
0.7,0.6,0.5,34S6N1K2ZW53Q4QNQEST53QVE9KHLB,retold
0.9,0.8,0.9,34S6N1K2ZW53Q4QNQEST53QVE9KHLB,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.8,,recalled
0.5,0.4,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.4,,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.6,34S9DKFK74BF0ZJXCRCW4VPN7B2YNI,retold
0.9,0.8,0.85,34S9DKFK74BF0ZJXCRCW4VPN7B2YNI,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,34S9DKFK74BF0ZJXCRCW4VPN8YLNY1,retold
0.8,0.7,0.6,34S9DKFK74BF0ZJXCRCW4VPN8YLNY1,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,34S9DKFK74BF0ZJXCRCW4VPN8YMYND,retold
0.9,0.8,0.85,34S9DKFK74BF0ZJXCRCW4VPN8YMYND,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,,recalled
0.6,0.5,0.4,,imagined
0.4,0.5,0.3,,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.7,34S9DKFK74BF0ZJXCRCW4VPN90ZNYK,retold
0.9,0.8,0.9,34S9DKFK74BF0ZJXCRCW4VPN90ZNYK,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.7,0.8,0.6,,imagined
0.9,0.8,0.9,,recalled
0.5,0.3,0.6,,imagined
0.8,0.7,0.8,,imagined
0.4,0.5,0.4,,recalled
0.8,0.9,0.8,,imagined
0.9,0.9,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,34V1S5K3GTNSSD5X5YYZ33AA3CJ69I,retold
0.9,0.8,0.9,34V1S5K3GTNSSD5X5YYZ33AA3CJ69I,recalled
0.5,0.6,0.5,,imagined
0.8,0.7,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.7,0.8,0.7,,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.85,,recalled
0.5,0.4,0.5,34X6J5FLPUKA871Q6J3AY254QU8JQ3,retold
0.7,0.8,0.6,34X6J5FLPUKA871Q6J3AY254QU8JQ3,recalled
0.9,0.8,0.85,,imagined
0.9,0.8,0.7,,imagined
0.8,0.7,0.6,34X6J5FLPUKA871Q6J3AY254T2WJQA,retold
0.7,0.6,0.5,34X6J5FLPUKA871Q6J3AY254T2WJQA,recalled
0.7,0.6,0.5,,imagined
0.6,0.5,0.5,34X6J5FLPUKA871Q6J3AY254T3CQJZ,retold
0.7,0.6,0.5,34X6J5FLPUKA871Q6J3AY254T3CQJZ,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,34X6J5FLPUKA871Q6J3AY254ZIGJQW,retold
0.8,0.7,0.6,34X6J5FLPUKA871Q6J3AY254ZIGJQW,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.4,,imagined
0.7,0.6,0.7,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,34Z02EIMITZGYHSW1FNZL21VM5IT02,retold
0.9,0.8,0.85,34Z02EIMITZGYHSW1FNZL21VM5IT02,recalled
0.7,0.8,0.6,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,351SEKWQS136K6364UAIEVQMC94MDW,retold
0.7,0.6,0.5,351SEKWQS136K6364UAIEVQMC94MDW,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,351SEKWQS136K6364UAIEVQMKXMMDY,retold
0.8,0.9,0.8,351SEKWQS136K6364UAIEVQMKXMMDY,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,351SEKWQS136K6364UAIEVQMMMTMDL,retold
0.8,0.9,0.8,351SEKWQS136K6364UAIEVQMMMTMDL,recalled
0.7,0.8,0.7,,imagined
0.6,0.7,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.7,0.8,0.6,,imagined
0.8,0.9,0.8,,recalled
0.9,0.8,0.85,,imagined
0.9,0.8,0.85,,imagined
0.9,0.8,0.85,,recalled
0.7,0.6,0.5,,imagined
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.8,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.7,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,354GIDR5ZCSFI8V53DZP1RZQFYS002,retold
0.8,0.7,0.6,354GIDR5ZCSFI8V53DZP1RZQFYS002,recalled
0.5,0.4,0.4,,imagined
0.8,0.9,0.8,354GIDR5ZCSFI8V53DZP1RZQHQ7003,retold
0.8,0.7,0.6,354GIDR5ZCSFI8V53DZP1RZQHQ7003,recalled
0.8,0.7,0.7,354GIDR5ZCSFI8V53DZP1RZQPUA00M,retold
0.9,0.8,0.8,354GIDR5ZCSFI8V53DZP1RZQPUA00M,recalled
0.8,0.9,0.7,,imagined
0.8,0.9,0.7,,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,354P56DE9LPT1SF1XE3IQCFWPHI7SU,retold
0.9,0.9,0.9,354P56DE9LPT1SF1XE3IQCFWPHI7SU,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,354P56DE9LPT1SF1XE3IQCFWPHJS7G,retold
0.7,0.6,0.5,354P56DE9LPT1SF1XE3IQCFWPHJS7G,recalled
0.4,0.3,0.5,,imagined
0.8,0.9,0.8,354P56DE9LPT1SF1XE3IQCFWQB27S3,retold
0.9,0.8,0.85,354P56DE9LPT1SF1XE3IQCFWQB27S3,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,3570Y55XZQ59Q72BPNZ1EBGQ0JDGYN,retold
0.8,0.7,0.6,3570Y55XZQ59Q72BPNZ1EBGQ0JDGYN,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,imagined
0.7,0.6,0.5,3570Y55XZQ59Q72BPNZ1EBGQ0JUGY4,retold
0.7,0.6,0.5,3570Y55XZQ59Q72BPNZ1EBGQ0JUGY4,recalled
0.8,0.7,0.6,,imagined
0.6,0.7,0.5,3570Y55XZQ59Q72BPNZ1EBGQ6ZGGYS,retold
0.6,0.7,0.5,3570Y55XZQ59Q72BPNZ1EBGQ6ZGGYS,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.9,0.8,0.9,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.7,,imagined
0.5,0.4,0.5,3570Y55XZQ59Q72BPNZ1EBGQYSVYG3,retold
0.7,0.6,0.5,3570Y55XZQ59Q72BPNZ1EBGQYSVYG3,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.8,,recalled
0.5,0.6,0.5,,imagined
0.8,0.7,0.6,358010RM5FF38Z2W9MCLVYCRR8BVXR,retold
0.8,0.9,0.8,358010RM5FF38Z2W9MCLVYCRR8BVXR,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,358010RM5FF38Z2W9MCLVYCRR8GVXW,retold
0.8,0.9,0.85,358010RM5FF38Z2W9MCLVYCRR8GVXW,recalled
0.6,0.5,0.5,,imagined
0.6,0.5,0.4,,recalled
0.9,0.8,0.9,,imagined
0.8,0.9,0.8,35BLDD71I7JSDU2BA406SJS21XAVZ5,retold
0.9,0.8,0.9,35BLDD71I7JSDU2BA406SJS21XAVZ5,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.85,,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,35BLDD71I7JSDU2BA406SJS2Z88VZN,retold
0.8,0.7,0.6,35BLDD71I7JSDU2BA406SJS2Z88VZN,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,35BLDD71I7JSDU2BA406SJS2Z9UVZB,retold
0.8,0.9,0.8,35BLDD71I7JSDU2BA406SJS2Z9UVZB,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.85,35DR22AR5E6JWQ0DPC6FC3K8S1O3XQ,retold
0.9,0.8,0.9,35DR22AR5E6JWQ0DPC6FC3K8S1O3XQ,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,35DR22AR5E6JWQ0DPC6FC3K8ZUY3XT,retold
0.9,0.8,0.85,35DR22AR5E6JWQ0DPC6FC3K8ZUY3XT,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,35GCEFQ6I6A81L0SQUU09O0J1ERZ3F,retold
0.8,0.7,0.6,35GCEFQ6I6A81L0SQUU09O0J1ERZ3F,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.8,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,35GCEFQ6I6A81L0SQUU09O0J7UW3ZQ,retold
0.8,0.9,0.8,35GCEFQ6I6A81L0SQUU09O0J7UW3ZQ,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.8,35GCEFQ6I6A81L0SQUU09O0J8OFZ3U,retold
0.8,0.9,0.8,35GCEFQ6I6A81L0SQUU09O0J8OFZ3U,recalled
0.9,0.8,0.85,,imagined
